traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
9850.0,2024-01-25T10:54Z,London,Chelsea,3604.0,82.19,4.0,Low,Snowy,5029.0
9851.0,14/07/2024 08AM,London,Camden,1478.0,64.42,5.0,High,Damaged,11109.0
9852.0,2024-03-27T01:51Z,London,Kensington,3284.0,22.3,8.0,High,Wet,7148.0
9853.0,2024-01-28 20:52,London,Camden,3684.0,119.2,6.0,High,Damaged,11229.0
9854.0,2024-05-11T22:54Z,London,Southwark,2771.0,76.01,9.0,High,Snowy,11392.0
9855.0,2024-05-05T15:46Z,London,Hackney,2890.0,74.76,3.0,Low,Dry,8855.0
9856.0,29/05/2024 05AM,London,Hackney,4588.0,37.67,8.0,High,Dry,9938.0
9857.0,2024-04-12T07:17Z,London,Hackney,2884.0,103.38,1.0,Medium,Wet,5217.0
9858.0,2024-02-13T12:04Z,London,Southwark,3174.0,17.68,4.0,Low,Damaged,10023.0
9859.0,2024-05-08 10:05,London,Hackney,397.0,103.02,9.0,Medium,Snowy,13368.0
9860.0,2024-02-01T06:37Z,London,Islington,3687.0,102.43,3.0,Low,,6692.0
9861.0,2024-07-12 13:34,London,Hammersmith,1433.0,106.36,3.0,Medium,Wet,9408.0
9862.0,2024-03-14T05:00Z,London,Camden,4300.0,97.22,7.0,High,Dry,11591.0
9863.0,2024-01-20T00:38Z,London,Camden,2242.0,107.89,4.0,Medium,Snowy,5156.0
9864.0,06/02/2024 12PM,London,Hackney,1519.0,93.76,5.0,Low,Snowy,4637.0
9865.0,18/06/2024 09AM,London,Chelsea,4522.0,21.2,4.0,High,Wet,4878.0
9866.0,08/06/2024 08AM,London,Camden,1231.0,11.65,3.0,Medium,Damaged,1541.0
9867.0,01/02/2024 11AM,London,Southwark,2963.0,26.68,6.0,Low,Wet,14588.0
9868.0,08/01/2024 04PM,London,Westminster,2624.0,91.21,2.0,High,Snowy,693.0
9869.0,2024-04-09T16:25Z,London,Chelsea,2941.0,60.87,1.0,High,Damaged,771.0
9870.0,21/02/2024 12AM,London,Kensington,1113.0,39.02,7.0,Low,Dry,12521.0
9871.0,2024-02-23T22:01Z,London,Camden,3857.0,105.33,0.0,Medium,Wet,12501.0
9872.0,TBD,London,Hackney,2080.0,21.52,6.0,High,Snowy,12198.0
9873.0,2024-03-28 00:48,London,Chelsea,2128.0,24.01,2.0,Low,Wet,3619.0
9874.0,16/04/2024 10PM,London,Islington,2830.0,80.1,6.0,Medium,Dry,13259.0
9875.0,10/03/2024 04PM,London,Southwark,1925.0,98.78,1.0,Low,Snowy,8675.0
9876.0,2024-03-30T01:55Z,London,Camden,4370.0,13.83,5.0,Medium,Wet,1544.0
9877.0,2024-07-09 18:46,London,Islington,1084.0,106.45,9.0,Low,Damaged,13989.0
9878.0,2024-01-05 01:16,London,Camden,2219.0,64.17,0.0,Low,Damaged,8586.0
9879.0,25/01/2024 05PM,London,Hammersmith,4796.0,91.8,3.0,Low,Dry,11639.0
9880.0,2024-06-05 21:33,London,Southwark,1990.0,109.38,2.0,Low,Snowy,6467.0
9881.0,2024-06-19T18:56Z,London,Camden,857.0,14.64,9.0,Medium,Snowy,9578.0
9882.0,15/05/2024 04PM,London,Hackney,4354.0,89.63,0.0,Low,Snowy,13733.0
9883.0,08/04/2024 11PM,London,Camden,3742.0,41.03,7.0,Medium,Wet,4773.0
9884.0,2024-06-30 04:16,London,Chelsea,2771.0,72.14,0.0,High,Damaged,13857.0
9885.0,12/04/2024 06AM,London,Camden,3429.0,104.68,8.0,High,Dry,1010.0
9886.0,2024-01-29T09:33Z,London,Hammersmith,4195.0,22.44,9.0,Low,Wet,5558.0
9887.0,2024-06-05T12:03Z,London,Hammersmith,1742.0,115.4,6.0,Low,Snowy,14016.0
9888.0,2024-03-08T19:18Z,London,Hammersmith,2328.0,94.79,9.0,Low,Wet,8962.0
9889.0,19/05/2024 07PM,London,Kensington,4179.0,50.86,1.0,Low,Snowy,11819.0
9890.0,2024-01-30T13:17Z,London,Camden,860.0,106.59,0.0,High,Dry,1144.0
9891.0,2024-07-05 00:13,London,Westminster,4914.0,84.29,1.0,Low,Dry,9678.0
9892.0,2024-03-05 14:30,London,Hackney,3317.0,43.96,5.0,Low,Dry,13121.0
9893.0,2024-02-16T05:05Z,London,Hammersmith,858.0,65.42,1.0,Low,Snowy,14650.0
9894.0,2024-03-12 00:17,London,Hammersmith,1495.0,65.59,0.0,Low,Wet,2737.0
9895.0,29/06/2024 07PM,London,Westminster,1091.0,67.37,1.0,Medium,Wet,3294.0
9896.0,2024-07-16 13:01,London,Camden,2663.0,118.44,4.0,Low,Snowy,1764.0
9897.0,08/07/2024 06AM,London,Hackney,3517.0,108.65,0.0,Low,Damaged,1571.0
9898.0,2024-07-11T14:01Z,London,Camden,4768.0,17.09,5.0,Low,Dry,9231.0
9899.0,2024-06-24T11:43Z,London,Camden,3851.0,116.06,3.0,High,Dry,11647.0
9900.0,2024-05-19T01:25Z,London,Westminster,4515.0,96.79,8.0,Medium,Wet,9174.0
9901.0,2024-04-07 10:49,London,Westminster,1017.0,20.78,5.0,High,Snowy,13377.0
9902.0,2024-06-03T06:58Z,London,Islington,4767.0,108.36,7.0,High,Wet,1583.0
9903.0,17/04/2024 08PM,London,Southwark,4174.0,86.83,9.0,Low,Snowy,13884.0
9904.0,14/01/2024 02PM,London,Camden,1363.0,37.88,9.0,High,Damaged,652.0
9905.0,2024-05-17T14:04Z,London,Islington,4158.0,80.64,1.0,Low,Snowy,14346.0
9906.0,02/01/2024 04AM,London,Islington,1738.0,103.44,1.0,High,Damaged,6592.0
9907.0,27/02/2024 09PM,London,Chelsea,3114.0,40.26,9.0,High,Snowy,3515.0
9908.0,2024-01-04 04:49,London,Camden,44.0,118.23,8.0,High,Damaged,2565.0
9909.0,2024-04-05T08:32Z,London,Camden,4269.0,41.78,6.0,Medium,Damaged,7819.0
9910.0,2024-05-26 15:37,London,Southwark,2695.0,99.59,7.0,,Snowy,14385.0
9911.0,2024-03-28 21:27,London,Chelsea,1405.0,5.99,6.0,Low,Wet,4102.0
9912.0,2024-03-23 06:46,London,Chelsea,2206.0,70.73,3.0,Low,Wet,7864.0
9913.0,2024-02-28T14:58Z,London,Hammersmith,3257.0,43.03,8.0,Medium,Wet,13876.0
9914.0,2024-07-08T22:59Z,London,Camden,910.0,14.2,5.0,High,Damaged,13436.0
9915.0,2024-04-30T22:58Z,London,Chelsea,1877.0,29.2,3.0,Low,Snowy,2665.0
9916.0,2024-03-09 03:00,London,Chelsea,2721.0,72.28,9.0,Medium,Damaged,2168.0
9917.0,2024-06-14T01:09Z,London,Chelsea,1762.0,32.57,3.0,High,,2962.0
9918.0,2024-04-07 13:47,London,Islington,4329.0,80.67,1.0,High,Wet,12454.0
9919.0,2024-01-26 07:47,London,Hackney,4650.0,95.34,0.0,Medium,Dry,12104.0
9920.0,08/04/2024 12AM,London,Hammersmith,1241.0,52.58,8.0,High,Dry,998.0
9921.0,2024-03-15T07:58Z,London,Chelsea,3324.0,88.47,3.0,Low,Snowy,1533.0
9922.0,2024-06-22 10:51,London,Kensington,4663.0,79.9,8.0,Medium,Wet,8130.0
9923.0,23/04/2024 01PM,London,Islington,4809.0,51.12,1.0,High,Damaged,5460.0
9924.0,26/02/2024 03PM,London,Southwark,1163.0,45.95,8.0,High,Dry,458.0
9925.0,22/05/2024 01AM,London,Camden,4526.0,37.57,6.0,High,Snowy,3262.0
9926.0,2024-05-10 04:21,London,Camden,3506.0,105.74,2.0,Medium,Snowy,6267.0
9927.0,2024-02-24T05:59Z,London,Camden,573.0,35.94,3.0,Medium,Damaged,3391.0
9928.0,2024-07-12T03:53Z,London,Southwark,33.0,73.39,,Medium,Dry,584.0
9929.0,2024-06-11 12:55,London,Kensington,831.0,21.53,1.0,High,Damaged,7638.0
9930.0,2024-04-02T17:57Z,London,Chelsea,4113.0,118.0,8.0,Low,Dry,1121.0
9931.0,2024-05-05T12:00Z,London,Westminster,4214.0,30.14,9.0,Medium,Dry,8623.0
9932.0,2024-03-28 00:05,London,Camden,2303.0,70.62,7.0,Low,Wet,13049.0
9933.0,2024-04-22 15:11,London,Westminster,1418.0,49.36,3.0,LOWW,Wet,10525.0
9934.0,2024-02-07T04:38Z,London,Camden,1368.0,50.27,2.0,Medium,Snowy,9175.0
9935.0,2024-06-16 01:30,London,Chelsea,3653.0,91.93,3.0,High,Dry,5291.0
9936.0,14/07/2024 05PM,London,Hackney,341.0,25.8,1.0,Medium,Damaged,7782.0
9937.0,2024-01-14 05:50,London,Southwark,2571.0,9.67,9.0,High,Damaged,8457.0
9938.0,2024-03-24 18:28,London,Hackney,1514.0,24.19,9.0,,Wet,9890.0
9939.0,2024-03-03 18:50,London,Islington,1510.0,29.49,2.0,Low,Dry,5409.0
9940.0,2024-07-08T04:36Z,London,Hammersmith,2742.0,58.62,3.0,Medium,Damaged,4114.0
9941.0,20/03/2024 05AM,London,Hackney,4185.0,58.22,8.0,High,Damaged,12396.0
9942.0,2024-05-02 08:27,London,Southwark,4219.0,119.0,4.0,High,Dry,10385.0
9943.0,2024-02-21 15:04,London,Chelsea,4377.0,79.17,7.0,Medium,Wet,4161.0
9944.0,2024-03-12 07:17,London,Southwark,4926.0,39.8,2.0,Low,Wet,4200.0
9945.0,2024-05-15T03:03Z,London,Kensington,2011.0,10.14,9.0,Medium,Snowy,10085.0
9946.0,22/02/2024 11AM,London,Westminster,3295.0,90.58,5.0,High,Damaged,9338.0
9947.0,30/03/2024 05AM,London,Islington,2825.0,60.76,2.0,Medium,Dry,2726.0
9948.0,2024-04-15T09:07Z,London,Westminster,4585.0,62.39,8.0,Medium,Snowy,12663.0
9949.0,09/01/2024 12AM,London,Islington,4381.0,54.58,1.0,High,Wet,11223.0
9950.0,01/04/2024 01AM,London,Chelsea,2582.0,52.41,2.0,High,Dry,6828.0
9951.0,02/05/2024 10AM,London,Chelsea,1250.0,73.25,7.0,Low,Damaged,5969.0
9952.0,2024-05-18T06:07Z,London,Chelsea,4577.0,29.2,9.0,Medium,Damaged,14462.0
9953.0,15/03/2024 05PM,London,Kensington,908.0,56.9,7.0,Medium,Wet,8193.0
9954.0,10/04/2024 11AM,London,Southwark,1068.0,53.49,1.0,High,Wet,11302.0
9955.0,2024-01-27T11:24Z,London,Chelsea,1957.0,92.54,5.0,High,Damaged,11561.0
9956.0,12/02/2024 04AM,London,Westminster,3898.0,108.64,3.0,Medium,Damaged,5624.0
9957.0,2024-05-26T15:30Z,London,Westminster,3822.0,51.54,4.0,Medium,Wet,7515.0
9958.0,2024-02-10 10:13,London,Kensington,125.0,102.9,6.0,Low,Dry,8647.0
9959.0,2024-04-28T20:08Z,London,Hackney,1552.0,97.28,4.0,Medium,Dry,3309.0
9960.0,2024-02-06 08:50,London,Westminster,4124.0,102.96,9.0,High,Snowy,13117.0
9961.0,2024-01-18 09:42,London,Westminster,4195.0,74.45,9.0,Low,Wet,11599.0
9962.0,2024-04-08T14:01Z,London,Southwark,3090.0,109.32,0.0,Medium,Dry,11287.0
9963.0,02/04/2024 01AM,London,Westminster,1875.0,60.37,0.0,Medium,Snowy,10739.0
9964.0,2024-04-07 00:20,London,Hammersmith,4020.0,60.94,5.0,High,Dry,13907.0
9965.0,01/04/2024 03PM,London,Southwark,2694.0,94.79,1.0,Medium,Snowy,9097.0
9966.0,08/07/2024 05AM,London,Westminster,1973.0,25.92,3.0,Medium,Damaged,7566.0
9967.0,06/06/2024 01AM,London,Westminster,3033.0,28.12,7.0,Low,Damaged,10796.0
9968.0,2024-04-22T05:23Z,London,Camden,4330.0,42.66,6.0,High,Snowy,3644.0
9969.0,01/06/2024 10PM,London,Southwark,3993.0,39.09,3.0,Medium,Damaged,5529.0
9970.0,2024-01-26 21:26,London,Hackney,4823.0,36.92,4.0,Low,Wet,12264.0
,2024-07-09 21:41,London,Westminster,4085.0,37.7,4.0,High,Wet,13960.0
9972.0,17/02/2024 01AM,London,Hammersmith,4490.0,93.93,4.0,Medium,Snowy,11848.0
9973.0,2024-04-10T07:59Z,London,Islington,1842.0,14.43,3.0,Medium,Wet,2608.0
9974.0,2024-05-28T15:33Z,London,Camden,4630.0,41.62,9.0,Low,Dry,921.0
9975.0,2024-02-14T08:14Z,London,Southwark,4833.0,105.14,8.0,Low,Wet,9902.0
9976.0,2024-04-02T20:14Z,London,Islington,1904.0,79.7,0.0,High,Snowy,6445.0
9977.0,24/03/2024 02PM,London,Hammersmith,4605.0,45.37,6.0,Low,Snowy,10588.0
9978.0,2024-02-13 02:26,London,Camden,407.0,73.62,5.0,Medium,Wet,771.0
9979.0,2024-01-16T20:23Z,London,Kensington,765.0,31.02,1.0,High,Snowy,6262.0
9980.0,2024-05-12T14:15Z,London,Southwark,4637.0,52.63,6.0,Medium,Wet,6721.0
9981.0,2024-03-23 05:07,London,Camden,3442.0,112.92,8.0,Low,Damaged,6658.0
9982.0,13/03/2024 07AM,London,Hackney,1895.0,31.65,5.0,Medium,Damaged,14959.0
9983.0,2024-01-20T06:45Z,London,Westminster,4500.0,53.53,1.0,High,Wet,7572.0
9984.0,12/03/2024 08AM,London,Chelsea,1013.0,84.58,1.0,Low,Dry,9887.0
9985.0,05/03/2024 07AM,London,Hackney,69.0,47.59,3.0,High,Wet,14325.0
9986.0,30/01/2024 03AM,London,Chelsea,4309.0,16.89,6.0,Medium,Snowy,1444.0
9987.0,,London,Camden,644.0,21.23,4.0,High,Dry,14811.0
9988.0,2024-04-09T12:53Z,London,Kensington,4804.0,51.64,8.0,High,Damaged,6210.0
9989.0,2024-01-19 21:14,London,Hackney,452.0,25.78,1.0,High,Snowy,8353.0
9990.0,02/05/2024 08PM,London,Hammersmith,2719.0,6.62,5.0,Medium,Damaged,12747.0
9991.0,24/02/2024 08AM,London,Westminster,1396.0,47.34,6.0,Medium,Dry,1829.0
9992.0,10/05/2024 12PM,London,Chelsea,4788.0,-34.321210506693866,3.0,Low,Snowy,10298.0
9993.0,2024-06-30T07:38Z,London,Hackney,4443.0,39.86,1.0,Low,Damaged,14540.0
9994.0,21/04/2024 04AM,London,Southwark,346.0,22.0,3.0,Medium,Snowy,12989.0
9995.0,13/04/2024 12PM,London,Westminster,189.0,97.71,7.0,Medium,Snowy,14792.0
9996.0,2024-02-02 21:35,London,Hammersmith,1410.0,72.36,9.0,Medium,Wet,13101.0
9997.0,2024-06-16 22:55,London,Kensington,1421.0,62.88,8.0,Low,Damaged,6248.0
9998.0,2024-04-23 01:28,London,Kensington,2914.0,92.1,2.0,Low,Wet,13659.0
9999.0,2024-05-14T16:37Z,London,Chelsea,4803.0,84.55,3.0,Medium,Wet,4796.0
10000.0,21/01/2024 11PM,London,Westminster,4867.0,28.26,6.0,Low,Snowy,6836.0
10001.0,2024-06-04 06:11,London,Hammersmith,4022.0,43.9,6.0,High,Damaged,3959.0
10002.0,2024-01-29 21:24,London,Westminster,3935.0,108.08,8.0,Low,Dry,321.0
10003.0,2024-02-05T23:32Z,London,Westminster,3050.0,17.97,3.0,High,Dry,4429.0
10004.0,2024-04-05T15:20Z,London,Hackney,1364.0,38.24,1.0,Low,Dry,6562.0
10005.0,2024-03-20T19:20Z,London,Westminster,1139.0,95.4,7.0,Low,Dry,8034.0
10006.0,11/04/2024 12PM,London,Kensington,4125.0,78.22,3.0,Low,Snowy,3562.0
10007.0,2024-04-23 22:24,London,Chelsea,2684.0,105.1,9.0,High,Snowy,7192.0
10008.0,2024-07-04 02:25,London,Chelsea,4600.0,116.74,0.0,High,Dry,2724.0
10009.0,2024-07-15T01:07Z,London,Camden,2885.0,100.97,9.0,Low,Wet,6445.0
10010.0,2024-01-19 14:06,London,Kensington,1626.0,108.83,2.0,Low,Wet,2589.0
10011.0,2024-03-22T10:31Z,London,Hackney,2341.0,67.95,7.0,Medium,Snowy,5124.0
10012.0,TBD,London,Westminster,3539.0,44.04,8.0,High,Damaged,10433.0
10013.0,2024-07-18 02:08,London,Hackney,312.0,67.47,8.0,Medium,Dry,8751.0
10014.0,2024-04-06T00:07Z,London,Islington,1256.0,40.75,0.0,Medium,Wet,11439.0
10015.0,18/01/2024 02AM,London,Westminster,4119.0,68.65,3.0,High,Dry,1187.0
10016.0,2024-04-03 21:08,London,Kensington,4184.0,102.71,4.0,Medium,Wet,11827.0
10017.0,2024-01-05T17:39Z,London,Camden,3432.0,70.68,1.0,Low,Dry,11806.0
10018.0,05/03/2024 06PM,London,Westminster,1716.0,55.39,6.0,Low,Damaged,10575.0
10019.0,07/07/2024 03PM,London,Kensington,1081.0,19.24,9.0,High,Dry,5862.0
10020.0,,London,Westminster,3360.0,40.27,2.0,High,Snowy,6425.0
10021.0,11/03/2024 03AM,London,Hammersmith,1625.0,50.23,8.0,Medium,Dry,7980.0
10022.0,2024-02-04T11:56Z,London,Kensington,1192.0,66.32,7.0,High,Damaged,9971.0
10023.0,2024-07-06 01:58,London,Kensington,3847.0,15.17,8.0,Medium,Wet,10926.0
10024.0,2024-07-17T03:39Z,London,Hammersmith,3091.0,108.26,1.0,High,Damaged,4383.0
10025.0,30/06/2024 10PM,London,Camden,1123.0,19.14,7.0,Low,Dry,11257.0
10026.0,2024-02-29 23:40,London,Islington,4001.0,109.47,4.0,Medium,Damaged,2491.0
10027.0,03/02/2024 03AM,London,Hammersmith,1406.0,87.83,2.0,High,Damaged,11080.0
10028.0,2024-03-31 17:52,London,Chelsea,1985.0,116.57,3.0,Medium,Dry,6351.0
10029.0,2024-01-13T12:57Z,London,Chelsea,1512.0,111.28,5.0,Medium,Wet,6038.0
10030.0,02/03/2024 07PM,London,Hammersmith,3139.0,28.28,1.0,High,Damaged,1836.0
10031.0,14/05/2024 12AM,London,Chelsea,370.0,86.35,1.0,Medium,Snowy,13439.0
10032.0,19/03/2024 04AM,London,Hammersmith,809.0,69.32,2.0,High,Snowy,6913.0
10033.0,2024-02-03T19:20Z,London,Southwark,3766.0,35.65,2.0,Low,Wet,5811.0
10034.0,2024-07-08 02:55,London,Southwark,3153.0,99.43,5.0,Low,Wet,520.0
10035.0,2024-01-29 17:42,London,Westminster,2479.0,83.09,4.0,Medium,Damaged,4827.0
10036.0,2024-03-30T20:56Z,London,Chelsea,1921.0,103.77,5.0,Medium,Snowy,3845.0
10037.0,24/06/2024 10AM,London,Hammersmith,1622.0,114.75,1.0,Low,Damaged,8934.0
10038.0,2024-02-28T17:20Z,London,Westminster,1732.0,101.92,7.0,Low,Snowy,760.0
10039.0,2024-04-27T21:31Z,London,Hammersmith,2307.0,52.03,9.0,Low,Snowy,5352.0
10040.0,2024-06-10 20:35,London,Hammersmith,4393.0,57.36,0.0,Low,Wet,12255.0
10041.0,10/04/2024 06AM,London,Hackney,1763.0,51.55,4.0,Low,Wet,8293.0
10042.0,2024-06-11 03:42,London,Islington,146.0,108.11,9.0,High,Snowy,12549.0
10043.0,2024-03-13T23:58Z,London,Camden,4572.0,93.84,4.0,Low,Snowy,14544.0
10044.0,2024-03-15 18:45,London,Hackney,4436.0,100.9,0.0,Medium,Damaged,3998.0
10045.0,09/04/2024 08PM,London,Hackney,2906.0,82.17,3.0,Low,Dry,8492.0
10046.0,2024-07-15 14:37,London,Camden,533.0,17.95,3.0,High,Dry,3904.0
10047.0,2024-04-17T09:01Z,London,Westminster,4868.0,81.9,4.0,Medium,Snowy,10291.0
10048.0,13/03/2024 09AM,London,Chelsea,2308.0,103.03,9.0,Low,Wet,6939.0
10049.0,2024-02-21 04:41,London,Hammersmith,2579.0,82.06,0.0,Medium,Damaged,4938.0
10050.0,2024-04-15 17:26,London,Chelsea,818.0,85.48,4.0,LOWW,Snowy,6300.0
10051.0,2024-04-23T02:38Z,London,Kensington,1672.0,89.48,5.0,Medium,Dry,3501.0
10052.0,21/02/2024 08PM,London,Westminster,1197.0,39.62,5.0,High,Wet,3758.0
10053.0,14/02/2024 06AM,London,Hammersmith,727.0,33.36,8.0,High,Damaged,13820.0
10054.0,10/02/2024 09AM,London,Hammersmith,4803.0,45.27,8.0,Medium,Wet,7785.0
10055.0,2024-02-25T22:53Z,London,Kensington,511.0,43.79,7.0,Medium,Damaged,3229.0
10056.0,09/07/2024 10AM,London,Kensington,2845.0,94.41,6.0,Medium,Dry,4475.0
10057.0,2024-02-07 08:41,London,Hammersmith,1520.0,41.61,1.0,Low,Wet,8524.0
10058.0,2024-04-27 08:58,London,Westminster,2776.0,33.98,2.0,Medium,Snowy,14919.0
10059.0,23/05/2024 01PM,London,Camden,3614.0,15.5,3.0,Medium,Damaged,11086.0
10060.0,2024-02-08T19:21Z,London,Islington,1780.0,79.33,9.0,Medium,Snowy,
10061.0,02/04/2024 06AM,London,Westminster,4724.0,74.59,2.0,Medium,Dry,4289.0
10062.0,2024-02-11T08:53Z,London,Hammersmith,4016.0,-9.270197189193626,4.0,Medium,Dry,10041.0
10063.0,04/06/2024 04AM,London,Chelsea,2114.0,12.39,6.0,High,Wet,9303.0
10064.0,2024-04-05 19:19,London,Westminster,2300.0,57.58,2.0,Low,Wet,2355.0
10065.0,2024-03-05T03:00Z,London,Chelsea,4781.0,115.32,6.0,High,Dry,13803.0
10066.0,24/06/2024 11PM,London,Southwark,2555.0,50.18,6.0,Low,Wet,11471.0
10067.0,2024-06-28 11:17,London,Camden,1427.0,29.22,7.0,Medium,Wet,14654.0
10068.0,25/06/2024 02AM,London,Chelsea,3389.0,75.82,3.0,High,Dry,6300.0
10069.0,15/06/2024 03PM,London,Hammersmith,1251.0,101.39,0.0,Medium,Dry,230.0
,2024-07-06 00:40,London,Westminster,1738.0,8.48,1.0,Medium,Dry,2889.0
10071.0,2024-01-07 23:08,London,Hammersmith,4684.0,96.02,9.0,Medium,Damaged,12124.0
10072.0,2024-04-03 01:24,London,Westminster,2415.0,59.36,4.0,Medium,Snowy,8781.0
10073.0,2024-01-09 02:43,London,Hammersmith,2.0,82.92,7.0,High,Damaged,14595.0
10074.0,2024-06-08 04:20,London,Hammersmith,1428.0,69.05,6.0,High,Damaged,225.0
10075.0,04/01/2024 07PM,London,Islington,865.0,41.31,8.0,High,Damaged,9283.0
10076.0,2024-03-20T20:15Z,London,Kensington,206.0,43.52,1.0,Medium,Snowy,10353.0
10077.0,03/07/2024 10PM,London,Hackney,498.0,69.71,9.0,Low,Dry,2916.0
10078.0,2024-07-10T13:38Z,London,Kensington,3852.0,53.39,4.0,High,Snowy,475.0
10079.0,2024-05-31T08:53Z,London,Camden,4584.0,65.99,9.0,Low,Dry,3346.0
10080.0,2024-03-13T07:59Z,London,Hackney,318.0,99.21,9.0,Medium,Snowy,10882.0
10081.0,2024-03-02 22:19,London,Southwark,1228.0,44.59,7.0,Low,Damaged,14593.0
10082.0,2024-03-30T20:04Z,London,Camden,179.0,15.01,6.0,High,Damaged,14575.0
10083.0,2024-05-25 19:59,London,Hammersmith,161.0,63.98,3.0,Medium,Damaged,3272.0
10084.0,02/03/2024 08PM,London,Hammersmith,3074.0,111.18,0.0,High,Damaged,8907.0
10085.0,12/05/2024 11AM,London,Islington,4994.0,6.76,9.0,Medium,Snowy,14080.0
10086.0,2024-05-07T17:01Z,London,Camden,3375.0,45.27,8.0,Medium,Snowy,952.0
10087.0,2024-02-21T15:00Z,London,Camden,2010.0,19.09,52.0,High,Damaged,8217.0
10088.0,2024-06-11T20:05Z,London,Islington,1095.0,69.92,0.0,LOWW,Snowy,14270.0
10089.0,2024-04-13T12:19Z,London,Westminster,1053.0,97.11,3.0,High,Wet,11749.0
10090.0,17/05/2024 10AM,London,Islington,3035.0,-26.18219835015263,8.0,High,Damaged,13281.0
10091.0,2024-05-10 22:47,London,Westminster,144.0,14.16,9.0,Low,Dry,14942.0
10092.0,08/03/2024 12AM,London,Westminster,1438.0,118.94,7.0,High,Snowy,8433.0
10093.0,14/04/2024 05AM,London,Hammersmith,1479.0,11.81,4.0,Medium,Damaged,13888.0
10094.0,25/06/2024 03AM,London,Chelsea,667.0,57.34,4.0,Low,Damaged,13534.0
10095.0,2024-05-29T07:51Z,London,Chelsea,3478.0,117.31,4.0,Medium,Damaged,11634.0
10096.0,12/03/2024 05AM,London,Kensington,1240.0,104.29,9.0,Low,Damaged,10436.0
10097.0,2024-07-01 21:17,London,Islington,3132.0,9.53,9.0,Medium,Snowy,13617.0
10098.0,2024-01-01 22:52,London,Westminster,4653.0,10.1,1.0,Medium,Wet,7490.0
10099.0,10/05/2024 07AM,London,Chelsea,916.0,15.9,3.0,Low,Snowy,13290.0
10100.0,2024-02-29T02:20Z,London,Hammersmith,4909.0,42.82,2.0,High,Damaged,4173.0
10101.0,2024-02-12T14:12Z,London,Hackney,2225.0,73.96,6.0,High,Wet,1184.0
10102.0,2024-07-07 10:40,London,Hammersmith,1319.0,111.83,6.0,Medium,Dry,7069.0
10103.0,2024-01-19T07:18Z,London,Camden,4154.0,69.68,5.0,High,Wet,8869.0
10104.0,24/05/2024 08PM,London,Hackney,3958.0,96.69,8.0,High,Wet,11069.0
10105.0,2024-04-23 21:12,London,Hammersmith,1720.0,49.12,2.0,Medium,Damaged,7931.0
10106.0,2024-07-04T19:07Z,London,Westminster,3533.0,104.84,7.0,High,Dry,7654.0
10107.0,2024-05-31 02:43,London,Camden,3531.0,17.04,4.0,Low,Wet,2830.0
10108.0,,London,,3166.0,67.94,6.0,Low,Snowy,13099.0
10109.0,2099-00-00 99:99,London,Chelsea,896.0,11.9,6.0,Medium,Dry,14812.0
10110.0,2024-01-27 21:13,London,Kensington,2586.0,28.41,0.0,Medium,Wet,1890.0
10111.0,09/07/2024 02AM,London,Southwark,584.0,33.11,4.0,High,Dry,6780.0
10112.0,2024-06-26 21:27,London,Chelsea,4759.0,99.95,1.0,Medium,Damaged,13045.0
10113.0,03/04/2024 11AM,London,Hackney,3861.0,116.07,4.0,High,Wet,414.0
10114.0,2024-06-09T06:32Z,London,Hammersmith,2295.0,110.25,3.0,High,Wet,11325.0
10115.0,2024-01-04T13:30Z,London,Southwark,4729.0,35.76,3.0,LOWW,Snowy,2891.0
10116.0,2024-01-29 15:44,London,Islington,4947.0,27.63,1.0,High,Dry,13126.0
10117.0,2024-01-27 07:35,London,Camden,3663.0,18.45,8.0,Low,Damaged,5383.0
10118.0,11/07/2024 08AM,London,Islington,1806.0,37.76,6.0,Medium,Wet,4607.0
10119.0,2024-03-30 20:41,London,Westminster,3451.0,37.31,7.0,Low,Damaged,545.0
10120.0,2024-02-20T02:37Z,London,Hammersmith,1531.0,16.14,6.0,High,Damaged,5819.0
10121.0,2024-05-30T01:01Z,London,Chelsea,4348.0,26.23,5.0,Low,Dry,13187.0
10122.0,2024-06-05 19:46,London,Chelsea,1333.0,31.36,1.0,High,Snowy,4554.0
10123.0,2024-01-24T12:38Z,London,Southwark,2561.0,37.5,7.0,High,Damaged,11922.0
10124.0,2024-06-03 22:15,London,Kensington,525.0,60.98,2.0,Medium,Snowy,13637.0
10125.0,2024-02-02T10:10Z,London,Westminster,2487.0,17.51,2.0,Medium,Dry,5928.0
10126.0,,London,Chelsea,1851.0,80.81,0.0,High,Snowy,12510.0
10127.0,24/02/2024 11PM,London,Islington,4112.0,7.79,6.0,High,Damaged,12275.0
10128.0,2024-06-12 15:38,London,Kensington,4896.0,101.69,6.0,Low,Dry,11198.0
10129.0,26/01/2024 10PM,London,Kensington,952.0,81.31,3.0,Medium,Damaged,6762.0
10130.0,27/05/2024 03PM,London,Camden,4086.0,47.1,7.0,Low,Snowy,3467.0
10131.0,,London,Southwark,2606.0,76.0,0.0,High,Wet,10094.0
10132.0,2024-02-11 07:42,London,Hammersmith,594.0,27.58,5.0,Medium,Dry,12869.0
10133.0,,London,Westminster,2511.0,63.38,4.0,High,Wet,2783.0
10134.0,2024-01-30 17:18,London,Islington,2506.0,84.28,1.0,Low,Wet,4739.0
