weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
5731.0,2024-07-02T18:08Z,London,Summer,28.0,88.0,10.22,76.33,6717.0,Storm,1017.05
5732.0,21/03/2024 07AM,London,Spring,0.36,52.0,12.89,38.87,1093.0,Rain,1015.27
5733.0,2024-05-20T00:40Z,London,Spring,24.11,72.0,18.28,56.15,3730.0,Rain,951.32
5734.0,01/06/2024 01PM,London,Winter,16.81,27.0,23.67,45.44,3278.0,Storm,981.38
5735.0,2024-04-06T15:44Z,London,Spring,31.95,67.0,21.38,16.44,6834.0,Snow,984.7
5736.0,2024-02-07 09:42,London,Winter,2.52,25.0,5.79,54.43,2026.0,Fog,950.9
5737.0,08/01/2024 10AM,London,Summer,-4.47,83.0,45.15,74.01,,Storm,1035.05
5738.0,2024-03-05T05:47Z,London,Spring,14.21,97.0,46.33,8.3,9770.0,Fog,1030.94
5739.0,,London,Autumn,4.3,62.0,30.46,25.61,766.0,Clear,954.35
5740.0,2024-03-01T12:23Z,London,Spring,12.74,81.0,29.06,13.84,6928.0,Rain,978.29
5741.0,28/05/2024 07PM,London,Spring,4.39,56.0,22.64,5.3,624.0,Snow,1003.87
5742.0,05/06/2024 08AM,London,Spring,20.61,59.0,49.55,13.81,8593.0,Storm,994.67
5743.0,2024-03-10T20:36Z,London,Spring,13.62,55.0,14.94,67.73,3709.0,Rain,1009.51
5744.0,2024-03-27 13:55,London,Spring,9.98,58.0,22.43,72.48,3529.0,Snow,1031.15
5745.0,2024-02-25T01:18Z,London,Winter,13.36,30.0,6.75,2.03,4262.0,Storm,982.75
5746.0,21/05/2024 12PM,London,Spring,32.84,94.0,34.92,14.81,395.0,Storm,961.66
5747.0,2024-06-30T00:21Z,London,Summer,11.34,73.0,47.13,5.8,3472.0,Storm,981.41
5748.0,2024-05-19 11:09,London,Spring,29.24,50.0,44.07,4.43,989.0,Storm,1049.52
5749.0,2024-05-24 21:07,London,Spring,27.97,23.0,13.87,8.85,4527.0,Storm,977.91
5750.0,24/06/2024 03AM,London,Summer,25.95,26.0,20.48,29.3,699.0,Snow,1013.17
5751.0,2024-06-02 14:56,London,Summer,12.47,63.0,46.99,6.81,8302.0,Snow,1033.32
5752.0,2024-02-19T01:07Z,London,Winter,-3.68,82.0,35.13,36.22,2946.0,Rain,977.43
5753.0,2024-07-18 20:15,London,Summer,-1.58,86.0,28.83,55.72,3397.0,Snow,962.56
5754.0,2024-05-29 06:44,London,Spring,-4.41,41.0,26.49,32.43,6083.0,Storm,965.14
5755.0,07/05/2024 05AM,London,Summer,5.47,40.0,7.4,23.53,1427.0,Clear,1008.54
5756.0,03/05/2024 03AM,London,Spring,0.72,38.0,10.3,15.38,2958.0,Clear,977.36
5757.0,2024-02-09T09:05Z,London,Winter,10.76,56.0,40.19,19.59,658.0,Fog,1003.29
5758.0,2024-01-27T09:30Z,London,Winter,14.39,79.0,46.53,9.63,7997.0,Clear,1002.92
5759.0,2024-02-24T00:05Z,London,Winter,32.96,42.0,14.18,9.34,8507.0,Clear,1021.48
5760.0,07/04/2024 11AM,London,Summer,31.19,28.0,37.85,78.61,9490.0,Snow,1030.28
5761.0,2024-02-04 07:23,London,Winter,-1.14,36.0,17.97,64.23,,Fog,1045.81
5762.0,2024-05-31 10:44,London,Spring,-4.01,81.0,0.25,10.84,9606.0,Fog,985.27
5763.0,01/03/2024 04AM,London,Winter,12.49,93.0,15.64,61.34,3659.0,Storm,1024.58
5764.0,2024-06-26T23:30Z,London,Summer,-3.61,25.0,39.94,77.42,2002.0,Storm,982.93
5765.0,2024-03-30 23:19,London,Spring,22.53,57.0,3.84,71.17,9620.0,Clear,1047.36
5766.0,2024-06-15 11:22,London,Summer,33.7,86.0,13.08,19.74,4206.0,Fog,1005.28
5767.0,2024-06-19T18:02Z,London,Summer,7.62,84.0,15.97,37.96,3185.0,Rain,1046.5
5768.0,25/06/2024 02PM,London,Summer,16.34,78.0,28.63,68.79,4174.0,Clear,1046.56
5769.0,06/02/2024 08PM,London,Summer,15.55,29.0,3.18,71.75,9482.0,Fog,1004.67
5770.0,2024-05-16 16:58,London,Spring,34.18,87.0,18.48,74.72,9470.0,Rain,1008.12
5771.0,03/06/2024 02AM,London,Spring,23.97,24.0,23.04,56.36,2757.0,Rain,994.34
5772.0,2024-06-05T09:50Z,London,HOT,22.23,20.0,1.78,31.03,1837.0,Snow,985.66
5773.0,2024-04-05T15:53Z,London,Spring,24.92,70.0,48.99,10.75,7034.0,Clear,963.69
5774.0,2024-06-09T17:53Z,London,Summer,-3.08,70.0,4.39,23.6,5618.0,Snow,1037.75
5775.0,2024-04-04T06:01Z,London,Spring,17.74,50.0,27.39,63.52,751.0,Storm,953.27
5776.0,2024-05-16 19:38,London,Spring,1.73,89.0,37.04,61.53,9445.0,Clear,1002.27
5777.0,2024-03-05T11:00Z,London,Spring,24.38,33.0,2.91,41.9,8857.0,Fog,1046.83
5778.0,2024-01-03T09:44Z,London,Winter,24.36,68.0,37.15,60.87,6126.0,Rain,1013.12
5779.0,,London,Spring,-2.83,88.0,9.4,65.5,548.0,Snow,974.13
5780.0,14/05/2024 07AM,London,Spring,15.3,24.0,17.21,43.88,4103.0,Snow,992.69
5781.0,12/01/2024 11AM,London,Winter,15.39,20.0,42.19,34.01,4081.0,Storm,1005.83
5782.0,2024-05-04T22:48Z,London,Spring,29.83,51.0,34.32,52.91,287.0,Clear,991.74
5783.0,2024-03-22T16:15Z,London,Spring,-3.79,83.0,42.52,67.29,9725.0,Clear,971.39
5784.0,2024-05-15T21:04Z,London,Spring,8.92,72.0,38.83,74.15,8039.0,Clear,992.15
5785.0,2024-06-24 00:42,London,Summer,-1.16,45.0,9.87,40.69,6830.0,Storm,958.27
5786.0,2024-01-27 13:45,London,Winter,20.27,91.0,40.1,36.74,3690.0,Clear,971.7
5787.0,04/05/2024 02AM,London,Spring,-3.44,53.0,28.19,58.44,5566.0,Clear,1014.59
5788.0,2024-03-03 07:32,London,Spring,0.3,82.0,26.12,38.15,867.0,Clear,966.15
5789.0,2024-05-14T04:48Z,London,Spring,18.42,98.0,30.39,34.61,674.0,Rain,1007.83
5790.0,31/01/2024 12AM,London,Winter,7.76,87.0,10.49,70.4,1888.0,Fog,981.51
5791.0,2024-02-17T00:44Z,London,Winter,6.01,78.0,19.7,2.75,1445.0,Fog,1032.6
5792.0,17/06/2024 08PM,London,Summer,33.03,21.0,44.09,59.7,5532.0,Snow,988.57
5793.0,2024-04-08 13:39,London,Spring,5.28,57.0,28.66,66.71,5364.0,Clear,1011.12
5794.0,2024-01-08 22:38,London,Winter,-3.23,49.0,12.91,15.91,7663.0,Rain,1046.89
5795.0,2024-04-28 16:24,London,Spring,23.14,48.0,3.97,76.02,8969.0,Fog,954.48
5796.0,2024-02-06T02:51Z,London,Winter,28.01,73.0,7.73,14.03,5270.0,Clear,1043.89
5797.0,11/06/2024 03AM,London,Autumn,16.2,48.0,43.28,50.12,7039.0,Storm,1000.23
5798.0,2024-07-08T14:01Z,London,Summer,28.7,67.0,48.03,50.5,2948.0,Fog,964.04
5799.0,,London,,-3.56,66.0,23.63,46.64,7416.0,Fog,1011.57
5800.0,2024-01-05 03:42,London,Winter,11.28,46.0,4.62,27.85,2326.0,Storm,1018.7
5801.0,17/07/2024 10PM,London,Summer,25.17,40.0,43.65,68.01,8052.0,Rain,1059.14
5802.0,2024-04-03 16:39,London,Spring,31.92,34.0,49.36,56.77,8252.0,Clear,1021.06
5803.0,09/03/2024 11AM,London,Autumn,3.98,54.0,40.18,70.92,5099.0,Rain,1048.82
5804.0,06/02/2024 04PM,London,Summer,25.75,51.0,40.91,5.71,2019.0,Rain,992.91
5805.0,24/05/2024 04PM,London,Spring,7.89,25.0,23.0,9.64,5991.0,Storm,989.14
5806.0,2024-07-01T12:29Z,London,Summer,-1.69,80.0,21.35,6.5,8462.0,Storm,1022.72
5807.0,22/05/2024 08AM,London,Spring,1.22,81.0,28.05,12.01,9221.0,Clear,980.03
5808.0,2024-04-05T12:53Z,London,Spring,21.15,23.0,31.31,50.63,7113.0,Snow,973.79
5809.0,15/02/2024 09AM,London,Winter,-1.22,59.0,5.19,15.83,6904.0,Storm,972.63
5810.0,2024-04-30T07:24Z,London,Spring,-3.56,27.0,47.72,37.47,1764.0,Rain,1019.81
5811.0,2024-05-03 05:04,London,Spring,32.18,90.0,39.27,16.43,4702.0,Rain,986.4
5812.0,2024-06-04 01:41,London,Summer,15.35,29.0,,1.33,5250.0,Rain,1000.48
5813.0,27/06/2024 10PM,London,Summer,12.48,49.0,46.66,77.19,7165.0,Snow,992.06
5814.0,2024-06-23 17:32,London,Summer,16.93,44.0,3.24,74.95,4182.0,Snow,952.29
5815.0,2024-02-26T03:45Z,London,Winter,1.19,42.0,3.4,24.41,1777.0,Clear,1026.73
5816.0,2024-05-20T02:17Z,London,Spring,20.02,28.0,18.96,38.45,8066.0,Snow,999.22
5817.0,2024-03-16T12:38Z,London,Spring,16.11,59.0,33.79,59.03,3040.0,Clear,952.66
5818.0,27/04/2024 05PM,London,Spring,11.47,31.0,11.69,0.75,3651.0,Clear,976.98
5819.0,26/04/2024 06PM,London,Spring,8.06,26.0,23.93,73.47,5581.0,Fog,1013.04
5820.0,2024-07-09 22:40,London,Summer,29.88,55.0,38.55,25.63,2192.0,Fog,998.66
5821.0,2024-02-16 10:45,London,Winter,16.4,47.0,39.03,75.25,7533.0,Clear,975.84
5822.0,2024-04-20T15:58Z,London,Spring,11.13,95.0,46.74,68.73,4969.0,Storm,1033.28
5823.0,2024-04-08 13:50,London,Spring,15.64,51.0,16.13,65.83,8861.0,Snow,973.02
5824.0,2024-06-23 06:41,London,Summer,-2.14,52.0,48.25,49.92,6995.0,Clear,976.53
5825.0,,London,Winter,-3.77,66.0,45.99,61.62,9070.0,Storm,996.3
5826.0,2024-03-06T15:11Z,London,Spring,-2.8,41.0,42.49,64.89,8136.0,Fog,1031.83
5827.0,07/01/2024 10AM,London,Summer,20.69,90.0,10.28,32.11,4326.0,Fog,1022.89
5828.0,31/05/2024 09AM,London,Spring,-1.01,57.0,24.44,65.49,3584.0,Snow,1001.0
5829.0,03/02/2024 12AM,London,Spring,25.47,79.0,13.7,70.04,195.0,Clear,959.71
5830.0,2024-01-11T23:33Z,London,Winter,-0.97,28.0,24.92,22.22,7044.0,Fog,1000.44
5831.0,2024-07-14 23:15,London,Summer,1.94,26.0,40.99,57.51,1556.0,Clear,850.13
5832.0,06/07/2024 12PM,London,Summer,30.42,70.0,7.17,59.05,8880.0,Rain,983.64
5833.0,2024-02-05 07:44,London,Winter,33.26,65.0,45.24,30.94,7479.0,Clear,976.77
5834.0,2024-04-08 19:25,London,Spring,5.81,70.0,4.69,75.86,6958.0,Snow,991.74
5835.0,18/06/2024 02AM,London,Summer,2.2,43.0,32.99,44.56,4485.0,Fog,1009.04
5836.0,13/05/2024 12AM,London,Spring,18.67,54.0,37.65,48.88,2181.0,Fog,1042.41
5837.0,10/06/2024 03PM,London,Autumn,-3.18,87.0,8.24,24.47,1025.0,Clear,1030.42
5838.0,2024-06-10T22:51Z,London,Summer,-3.64,22.0,18.28,36.79,6277.0,Storm,994.99
5839.0,2024-05-29T06:37Z,London,Spring,27.62,23.0,47.84,56.18,314.0,Storm,1011.95
5840.0,2024-03-25T04:34Z,London,Spring,33.67,36.0,9.88,14.25,1759.0,Rain,990.12
5841.0,2024-04-10T18:54Z,London,Spring,13.45,27.0,18.64,57.0,2169.0,Clear,1047.38
5842.0,2024-03-12T15:53Z,London,Spring,29.26,35.0,3.83,11.98,2388.0,BAD,952.25
5843.0,2024-02-25T14:10Z,London,Winter,16.65,46.0,48.66,25.12,3602.0,Storm,994.53
5844.0,2024-01-23 02:20,London,Winter,12.14,24.0,46.62,,5282.0,Snow,966.85
5845.0,16/03/2024 09AM,London,Spring,3.85,79.0,43.48,8.86,8830.0,Snow,950.41
5846.0,14/01/2024 04PM,London,Winter,17.63,51.0,18.81,78.55,8029.0,Snow,1002.61
5847.0,2024-06-11 04:36,London,Summer,9.69,22.0,11.71,8.23,6184.0,Clear,994.63
5848.0,2024-04-29T14:27Z,London,Spring,17.95,76.0,29.95,54.83,9529.0,Clear,1040.76
5849.0,2024-03-15T22:02Z,London,Spring,33.63,58.0,25.15,6.45,6086.0,Snow,997.47
5850.0,26/03/2024 04AM,London,Spring,19.47,93.0,20.74,73.31,359.0,Fog,995.48
5851.0,2024-05-25T13:17Z,London,Spring,27.59,22.0,35.13,6.54,6263.0,Clear,973.9
5852.0,2024-06-15T17:34Z,London,Summer,12.7,95.0,21.17,12.84,3514.0,Storm,1023.18
5853.0,2024-01-27 06:15,London,Winter,20.03,99.0,49.59,24.75,4232.0,Rain,1006.01
5854.0,08/05/2024 01AM,London,Summer,23.11,34.0,24.41,59.16,3487.0,Fog,1011.16
5855.0,2024-06-20 13:07,London,Summer,-2.82,49.0,43.42,18.02,2793.0,Snow,998.0
5856.0,2024-05-13 08:02,London,Spring,13.19,66.0,14.02,60.79,6926.0,Snow,997.22
5857.0,09/07/2024 04AM,London,Autumn,20.32,91.0,3.02,75.7,8839.0,Storm,976.44
5858.0,2024-01-07 01:02,London,Winter,26.42,60.0,10.88,41.83,3086.0,Snow,1014.89
5859.0,2024-04-11 13:30,London,Spring,-4.55,82.0,32.11,71.17,7970.0,Snow,975.54
5860.0,31/03/2024 01PM,London,Spring,4.79,97.0,9.49,3.49,7280.0,Clear,1008.0
5861.0,2024-01-29 10:38,London,Winter,27.88,57.0,21.5,48.27,1955.0,Storm,1024.89
5862.0,2024-04-18T04:44Z,London,Spring,20.67,94.0,22.93,22.12,5731.0,Storm,960.96
5863.0,01/07/2024 05AM,London,Winter,12.96,59.0,9.3,11.65,3751.0,Clear,998.82
5864.0,2024-02-03 18:19,London,Winter,28.54,65.0,37.64,41.16,8034.0,Clear,1040.22
5865.0,2024-06-09 12:04,London,Summer,24.55,82.0,13.12,49.28,6878.0,Clear,975.75
5866.0,2024-07-14 22:32,London,Summer,28.14,81.0,17.69,43.56,8953.0,Rain,1000.03
5867.0,01/02/2024 01PM,London,Winter,12.33,82.0,38.9,7.24,4747.0,Storm,959.51
5868.0,2024-04-23 02:27,London,Spring,30.0,47.0,6.41,56.89,9582.0,Snow,956.99
5869.0,08/04/2024 04AM,London,Summer,8.21,52.0,48.26,13.09,2851.0,Fog,991.69
5870.0,2024-01-27 14:41,London,Winter,-2.07,34.0,47.4,62.1,7611.0,Fog,959.09
5871.0,07/05/2024 09AM,London,Summer,32.56,83.0,46.37,22.53,8329.0,Clear,982.04
5872.0,2024-02-01T02:59Z,London,Winter,-1.4,54.0,7.46,35.33,9445.0,Rain,1044.6
5873.0,2024-05-23 22:45,London,Spring,11.5,30.0,20.36,76.13,7650.0,Rain,983.84
5874.0,14/02/2024 04PM,London,Winter,12.22,21.0,36.16,11.44,548.0,Storm,961.9
5875.0,2024-03-29T13:44Z,London,Spring,15.94,61.0,31.66,34.81,9814.0,Fog,950.66
5876.0,,London,HOT,17.1,77.0,33.99,39.14,3181.0,,1004.88
5877.0,01/07/2024 12AM,London,Winter,33.35,71.0,34.97,77.07,8915.0,Clear,998.71
5878.0,2024-03-17T06:24Z,London,Spring,20.78,55.0,1.94,58.8,6280.0,Snow,961.54
5879.0,05/06/2024 09PM,London,Spring,7.94,36.0,3.53,48.35,3380.0,Fog,956.4
5880.0,15/01/2024 08AM,London,,,23.0,24.05,35.07,2513.0,Snow,1040.53
5881.0,2024-06-15 07:07,London,Summer,23.67,82.0,26.17,18.51,5578.0,Storm,958.41
5882.0,10/06/2024 02PM,London,Autumn,2.35,47.0,45.75,44.56,8299.0,Storm,971.02
5883.0,19/03/2024 10AM,London,Spring,2.64,45.0,21.05,58.28,442.0,Rain,979.59
5884.0,08/02/2024 03PM,London,Summer,26.65,71.0,49.85,43.22,9328.0,Clear,1032.61
5885.0,30/01/2024 08AM,London,Winter,2.29,30.0,28.77,49.49,7805.0,Snow,1009.23
5886.0,2024-05-29T22:49Z,London,Spring,-2.1,84.0,1.16,61.93,9739.0,Rain,994.12
5887.0,2024-01-13T22:36Z,London,Winter,0.45,51.0,42.86,,1971.0,Fog,969.93
5888.0,2024-06-02 20:06,London,Summer,0.03,95.0,24.58,19.69,420.0,Storm,1039.57
5889.0,2024-02-14 03:43,London,Winter,1.24,69.0,9.44,4.77,7903.0,Storm,955.59
5890.0,28/06/2024 08PM,London,Summer,4.18,70.0,19.91,14.29,6722.0,Fog,964.54
5891.0,2024-06-06 11:56,London,Summer,-2.82,58.0,39.09,70.41,2699.0,Storm,955.18
5892.0,08/02/2024 05AM,London,Summer,15.1,46.0,39.84,76.29,9211.0,Rain,1034.04
5893.0,18/01/2024 09PM,London,Winter,25.35,71.0,26.98,53.81,8330.0,Clear,1033.32
5894.0,2024-04-25 02:55,London,Spring,33.89,97.0,42.81,9.65,3636.0,Clear,967.92
5895.0,2024-07-14 13:21,London,Summer,9.23,48.0,43.59,20.04,7177.0,Snow,1015.58
5896.0,2024-06-14 21:33,London,Summer,33.24,,38.8,12.8,9188.0,Clear,951.8
5897.0,2024-05-15 11:21,London,Spring,28.45,23.0,9.13,22.31,7096.0,BAD,963.36
5898.0,2024-06-19T13:31Z,London,Summer,23.08,53.0,37.53,57.21,1451.0,Rain,952.63
5899.0,2024-03-19T23:25Z,London,Spring,10.65,54.0,27.27,29.62,8696.0,Snow,1016.72
5900.0,2024-02-07T17:35Z,London,Winter,11.61,49.0,33.66,54.01,7972.0,Rain,958.73
5901.0,24/01/2024 07PM,London,Winter,-3.76,60.0,37.03,15.12,5041.0,Rain,1024.18
5902.0,31/03/2024 01PM,London,Spring,10.3,48.0,32.14,36.87,2030.0,Snow,971.6
5903.0,2024-02-26 20:39,London,Winter,28.55,60.0,1.69,17.95,5925.0,Storm,988.16
5904.0,2024-04-04T19:29Z,London,Spring,8.3,65.0,47.42,5.37,5626.0,Snow,1028.5
5905.0,2024-03-24 03:55,London,Spring,28.55,21.0,12.38,70.55,5225.0,Clear,961.19
5906.0,24/01/2024 06PM,London,Winter,-0.59,59.0,16.77,18.28,6489.0,Snow,1006.29
5907.0,2024-01-05 11:47,London,Winter,4.04,47.0,1.96,27.5,8987.0,Fog,966.44
5908.0,16/07/2024 10PM,London,Summer,12.2,-10.0,34.91,241.92,4829.0,Snow,1024.74
5909.0,10/06/2024 09AM,London,Autumn,33.24,41.0,12.53,40.36,7256.0,Snow,1003.5
5910.0,2024-03-03T18:49Z,London,Spring,30.38,97.0,26.54,25.89,4205.0,Fog,994.5
5911.0,2024-05-30 00:30,London,Spring,10.86,29.0,26.04,43.56,5678.0,Snow,979.58
5912.0,2024-07-07T04:35Z,London,Summer,-4.48,91.0,27.52,66.3,4687.0,Clear,992.47
5913.0,2024-04-29 15:44,London,Spring,29.04,79.0,20.1,51.78,1595.0,Snow,1042.99
5914.0,2024-01-03T16:57Z,London,Winter,2.69,45.0,43.86,79.28,5079.0,Storm,1005.32
5915.0,2024-05-20T10:38Z,London,Spring,24.36,39.0,16.78,28.24,3223.0,Fog,951.08
5916.0,2024-04-03 13:33,London,Spring,34.74,38.0,24.78,63.22,1200.0,Fog,956.78
5917.0,05/04/2024 11AM,London,Spring,19.09,45.0,8.37,5.65,3564.0,Clear,1041.64
5918.0,2024-04-29T13:27Z,London,Spring,-0.21,-10.0,49.13,24.69,4609.0,Clear,999.14
5919.0,2024-01-15T05:34Z,London,Winter,26.01,30.0,21.56,1.72,7602.0,Storm,1018.85
5920.0,2024-05-15T02:46Z,London,Spring,27.87,59.0,28.34,75.12,7253.0,Rain,970.56
5921.0,10/07/2024 10PM,London,Autumn,24.36,58.0,7.27,69.98,1678.0,Clear,992.36
5922.0,,London,,9.97,36.0,6.57,74.28,8224.0,Storm,1035.22
5923.0,17/01/2024 03PM,London,Winter,-0.98,67.0,14.51,33.93,3272.0,Rain,1047.15
5924.0,2024-06-28T14:33Z,London,Summer,21.56,63.0,17.82,76.08,9460.0,Fog,974.14
5925.0,22/02/2024 03AM,London,Winter,-3.69,76.0,15.27,43.28,3216.0,Snow,1014.52
5926.0,2024-01-14T19:37Z,London,Winter,19.53,88.0,32.04,72.13,3432.0,Fog,1038.58
5927.0,01/06/2024 10AM,London,Winter,10.43,41.0,26.06,74.89,8821.0,Rain,953.99
5928.0,2024-02-14 04:07,London,Winter,33.12,76.0,19.05,44.64,9444.0,Snow,975.96
5929.0,2024-05-07T22:22Z,London,Spring,33.07,52.0,26.63,62.5,2365.0,Storm,1027.69
5930.0,2024-03-29T05:47Z,London,Spring,16.6,27.0,45.59,50.42,1319.0,Rain,963.75
5931.0,27/05/2024 06PM,London,Spring,25.85,68.0,40.11,45.78,2100.0,Clear,1037.43
5932.0,05/07/2024 02AM,London,Spring,8.89,79.0,4.94,74.63,7655.0,Clear,1036.99
5933.0,2024-01-28 03:32,London,Winter,21.8,33.0,25.14,0.4,5170.0,Snow,955.41
5934.0,2024-07-10 04:12,London,Summer,29.12,52.0,5.58,41.02,,Rain,958.08
5935.0,06/07/2024 09PM,London,Summer,2.15,59.0,8.17,33.59,6209.0,Fog,1049.24
5936.0,2024-03-31 16:04,London,Spring,24.49,97.0,8.25,53.86,8766.0,Storm,980.07
5937.0,,London,,10.71,35.0,27.69,73.66,8390.0,Rain,957.13
5938.0,2024-02-19 13:29,London,Winter,2.39,56.0,0.38,20.24,4437.0,Clear,1041.21
5939.0,2024-02-18T07:08Z,London,Winter,3.62,85.0,17.57,48.53,2746.0,Clear,966.37
5940.0,2024-01-30T21:16Z,London,Winter,4.73,68.0,36.93,12.71,3402.0,Snow,985.08
5941.0,2024-04-10T04:40Z,London,Spring,-0.56,45.0,40.81,77.5,851.0,Storm,1040.59
5942.0,2024-07-01 03:47,London,Summer,-2.67,27.0,13.15,13.47,6411.0,Fog,1032.11
5943.0,07/02/2024 07PM,London,Summer,-4.28,69.0,35.86,19.01,892.0,Fog,968.64
5944.0,27/03/2024 07AM,London,Spring,-3.23,60.0,5.15,43.88,765.0,Rain,971.71
5945.0,26/02/2024 07AM,London,Winter,34.5,83.0,4.53,32.62,8831.0,Snow,983.09
5946.0,30/06/2024 06PM,London,HOT,13.01,64.0,21.34,32.58,3623.0,Clear,1000.83
5947.0,29/03/2024 12PM,London,Spring,21.04,33.0,34.27,60.58,1791.0,Snow,1025.29
5948.0,2024-06-24T22:20Z,London,Summer,11.42,41.0,47.0,11.44,9561.0,Snow,1042.31
5949.0,2024-07-12 14:01,London,Summer,12.41,71.0,29.66,54.26,5938.0,Storm,994.52
5950.0,2024-05-04T07:04Z,London,Spring,-0.38,93.0,29.19,44.99,3556.0,Clear,1032.5
5951.0,27/04/2024 06AM,London,Spring,-3.11,80.0,13.06,68.18,4906.0,Snow,951.04
5952.0,2024-01-03T14:58Z,London,Winter,3.23,97.0,3.92,54.1,416.0,Storm,1036.51
5953.0,2024-05-22 02:24,London,Spring,10.89,30.0,31.66,80.0,6797.0,Fog,985.39
5954.0,2024-04-20 19:36,London,Spring,24.15,45.0,40.38,11.1,2663.0,Snow,989.58
5955.0,2024-04-24 23:49,London,Spring,29.96,37.0,11.57,49.65,6590.0,Fog,965.98
5956.0,2024-06-25T11:35Z,London,Summer,25.01,80.0,40.36,69.24,4980.0,Storm,955.89
5957.0,2024-01-01T07:21Z,London,Winter,33.88,92.0,19.84,3.81,6396.0,Fog,999.47
5958.0,14/06/2024 06PM,London,Summer,20.44,65.0,43.12,13.19,4149.0,Storm,1010.03
5959.0,01/01/2024 03AM,London,Winter,25.79,40.0,34.16,10.62,8988.0,Rain,1006.35
5960.0,25/05/2024 09PM,London,Spring,20.02,65.0,16.38,48.05,8006.0,Clear,977.6
5961.0,2024-03-26T21:38Z,London,Spring,18.45,81.0,25.88,20.55,6319.0,Clear,1005.88
5962.0,2024-04-27 10:58,London,Spring,25.15,93.0,32.37,41.59,6204.0,Fog,976.88
5963.0,2024-07-03T13:56Z,London,Summer,9.9,21.0,12.01,57.15,8733.0,Rain,979.23
5964.0,2024-04-07T22:17Z,London,Spring,-3.88,35.0,48.79,51.73,7065.0,Rain,954.81
5965.0,2024-01-10T06:31Z,London,Winter,-0.67,43.0,12.16,66.19,5165.0,Fog,959.97
5966.0,2024-02-18 15:57,London,Winter,14.09,45.0,43.99,32.68,2964.0,Fog,951.32
5967.0,2024-01-01T23:11Z,London,Winter,17.21,43.0,29.58,66.85,9516.0,Fog,952.15
5968.0,2024-04-30 19:08,London,Spring,33.75,40.0,43.06,29.4,3672.0,Storm,1049.72
5969.0,2024-06-08T23:49Z,London,Summer,25.04,92.0,8.49,74.7,8651.0,Clear,1014.06
5970.0,17/06/2024 11AM,London,Summer,9.67,82.0,30.26,43.56,7003.0,Storm,1001.56
5971.0,16/06/2024 06AM,London,Summer,0.25,80.0,9.84,42.78,634.0,Snow,1028.38
5972.0,2024-06-04 08:31,London,Summer,15.92,88.0,9.39,56.59,3470.0,Snow,1033.47
5973.0,2024-02-24T02:37Z,London,Winter,29.41,33.0,15.79,63.14,5409.0,Clear,987.55
5974.0,2024-06-04 20:52,London,Summer,0.12,55.0,38.36,60.55,6582.0,Rain,972.12
5975.0,29/04/2024 09PM,London,Spring,22.87,55.0,1.55,32.9,4849.0,Clear,1033.78
5976.0,2024-01-06 16:04,London,Winter,6.33,21.0,43.35,69.99,6638.0,Storm,982.75
5977.0,11/03/2024 01AM,London,Autumn,17.84,33.0,43.48,31.2,2263.0,Snow,999.37
5978.0,2024-03-23T22:36Z,London,Spring,32.33,64.0,44.6,61.25,7993.0,Rain,1042.52
5979.0,2024-07-04T01:06Z,London,Summer,17.48,71.0,48.28,6.94,8560.0,Clear,966.72
5980.0,2024-02-20 02:47,London,Winter,2.11,63.0,46.39,38.94,461.0,Clear,1033.37
5981.0,18/04/2024 01PM,London,Spring,22.33,91.0,9.48,3.8,9710.0,Storm,980.56
5982.0,2024-03-15T09:21Z,London,Spring,0.7,21.0,11.84,11.76,4044.0,Storm,980.89
5983.0,14/05/2024 06PM,London,Spring,28.19,77.0,12.55,18.54,9566.0,Rain,1037.51
5984.0,2024-03-04 16:27,London,Spring,15.44,31.0,26.3,28.79,1405.0,Fog,974.54
5985.0,,London,,-2.47,93.0,12.26,53.5,2961.0,Clear,1002.14
5986.0,2024-06-02T17:48Z,London,Summer,22.43,57.0,28.85,41.03,9126.0,Storm,1019.93
5987.0,2024-02-15 01:53,London,Winter,18.29,38.0,35.76,50.42,5287.0,Storm,988.52
5988.0,Unknown,,Autumn,1.38,69.0,11.31,56.7,9098.0,Storm,1025.99
5989.0,2024-02-28T07:17Z,London,Winter,34.09,68.0,28.69,13.9,7438.0,Storm,1018.33
5990.0,2024-06-30 12:30,London,Summer,27.71,53.0,25.92,9.48,9905.0,Snow,995.27
5991.0,2024-01-20 18:21,London,Winter,-0.85,61.0,7.03,14.9,8842.0,Storm,978.72
5992.0,2024-01-23T01:00Z,London,Winter,5.19,50.0,47.07,51.55,4914.0,Clear,1034.23
5993.0,2024-06-03 06:02,London,Summer,29.21,93.0,35.15,64.48,3498.0,Fog,957.62
5994.0,26/05/2024 02AM,London,Spring,25.4,71.0,35.4,52.64,192.0,Fog,962.01
5995.0,2024-02-06 19:59,London,Winter,0.07,23.0,4.15,0.79,3349.0,Storm,954.62
5996.0,08/04/2024 03PM,London,Summer,23.37,74.0,26.45,44.4,5234.0,Rain,1028.91
5997.0,2024-06-04 07:01,London,Summer,29.3,93.0,6.72,34.32,7233.0,Storm,1029.34
5998.0,31/01/2024 12PM,London,Winter,27.49,63.0,30.58,39.14,6613.0,Clear,1009.31
5999.0,2024-05-11T19:50Z,London,Spring,26.05,37.0,37.25,45.01,3124.0,Fog,1007.81
